timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3B3,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3C3,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3D3,D0C0,D0D1,D1C1,D1D0,D1D2,D2C2,D2D1,D2D3,D3C3,D3D2
2741,2,1,0,1,4,0,0,8,0,2,0,2,0,1,2,0,0,0,1,0,2,0,1,0,0,2,4,5,2,0,0,4,0,2,0,2,1,0,2,0,4,0,2,4,0,1,0,0
2742,1,1,0,0,4,0,0,8,0,2,0,2,0,1,2,0,0,0,1,0,2,0,1,0,0,2,3,5,1,0,0,4,0,2,0,2,1,0,2,0,4,0,2,4,0,0,1,0
2743,1,0,0,0,4,0,0,8,0,2,0,2,1,0,2,0,0,0,2,0,2,0,2,2,0,1,3,5,1,0,0,4,0,2,0,1,2,0,2,0,4,0,2,4,0,0,1,0
2744,1,0,1,0,4,0,0,8,0,2,0,1,1,0,2,0,0,0,2,0,2,0,2,2,0,2,3,5,1,1,0,4,0,2,0,1,2,0,1,0,4,0,2,4,0,0,2,0
2745,0,0,1,0,4,0,0,8,0,2,0,1,1,0,2,0,0,0,2,0,2,1,2,2,0,2,3,5,1,1,0,4,0,2,0,1,2,0,1,0,4,0,2,4,0,0,2,0
2746,0,0,2,0,3,0,0,6,0,2,0,1,2,0,2,0,0,0,2,0,1,1,2,2,1,2,3,4,0,1,0,3,0,2,0,0,2,0,1,0,2,0,2,3,0,0,2,0
2747,0,0,2,0,3,0,0,6,0,3,0,1,2,0,2,0,0,0,2,0,1,1,2,3,1,2,2,3,0,1,0,3,0,2,0,0,3,0,1,0,2,0,1,3,0,0,2,0
2748,0,0,2,0,3,0,0,6,0,2,0,1,2,0,1,0,0,0,2,0,1,2,2,3,1,3,2,3,0,1,0,3,1,3,0,0,3,0,1,0,2,0,1,3,0,0,2,0
2749,1,0,2,0,2,0,0,4,0,2,0,0,2,0,1,0,1,0,2,0,0,2,2,3,1,3,1,2,0,1,0,3,1,3,0,0,3,0,1,0,0,0,0,2,0,0,2,0
2750,1,0,2,0,2,0,0,4,0,2,0,0,2,1,0,0,1,0,2,0,2,2,2,4,1,3,1,4,0,1,0,3,1,3,0,0,4,0,1,0,0,0,0,2,0,0,2,0
2751,2,0,2,0,2,0,0,4,0,2,0,1,2,1,0,0,1,1,2,0,2,2,2,3,1,3,1,3,0,1,0,3,2,4,0,0,4,0,0,1,0,0,0,2,0,0,2,0
2752,2,0,2,0,1,0,0,3,0,2,0,2,3,2,0,0,2,1,2,0,3,2,2,2,1,3,0,5,0,1,0,3,2,4,0,0,4,0,0,1,0,0,0,1,0,0,1,0
2753,2,0,1,0,1,0,0,2,0,2,0,2,3,3,0,0,2,1,2,0,3,1,2,2,1,3,0,5,0,1,0,3,2,4,0,0,4,1,0,2,1,0,0,1,0,0,1,0
2754,2,0,1,0,0,0,0,1,0,1,0,2,3,3,0,0,3,2,2,0,4,1,2,2,1,2,0,4,0,1,0,3,2,5,0,1,4,2,0,2,1,0,0,1,0,0,0,0
2755,2,0,0,0,0,0,0,1,1,1,0,2,2,3,0,0,3,2,2,0,4,1,2,1,1,2,0,4,0,1,0,3,2,5,0,1,4,2,0,2,1,0,0,0,0,1,0,0
2756,2,0,0,0,0,0,0,0,1,0,1,2,2,4,0,0,4,2,2,0,5,1,2,1,1,2,0,4,0,1,0,3,2,6,0,2,5,2,0,2,2,0,0,0,0,2,0,0
2757,2,0,0,0,0,0,0,0,1,0,1,2,2,4,0,0,3,2,2,0,4,0,2,2,1,1,0,3,0,1,0,3,2,6,0,2,5,2,0,2,2,0,0,0,0,2,0,0
2758,1,0,0,0,0,0,0,0,1,0,1,2,1,4,0,0,3,2,2,0,4,0,2,2,1,1,0,2,0,1,0,4,2,5,0,2,5,2,0,2,2,0,0,0,0,2,0,0
2759,1,0,0,1,0,0,0,0,2,0,1,2,1,5,0,0,3,2,2,0,4,0,2,2,1,1,0,2,0,1,0,5,2,5,1,2,5,2,0,1,2,0,0,0,0,2,0,0
2760,1,0,0,1,0,0,0,0,2,0,1,2,1,5,0,1,2,2,2,0,3,0,2,2,1,1,0,1,0,2,0,5,2,5,2,2,5,2,0,1,2,0,0,0,0,2,0,0
2761,0,0,0,1,0,0,0,0,2,0,1,2,0,5,0,1,2,1,2,0,3,0,2,2,1,2,0,1,0,2,0,4,2,5,2,2,6,0,0,1,2,0,0,0,0,2,0,0
2762,0,0,0,1,0,0,0,0,2,0,1,2,0,6,0,1,2,1,3,0,2,0,2,2,0,2,0,1,0,2,0,4,2,5,3,3,6,0,0,0,3,0,0,0,0,2,0,0
2763,0,0,0,2,0,0,0,0,1,0,1,2,0,6,0,2,1,0,3,0,2,0,2,3,0,3,0,1,0,2,0,4,2,5,3,3,6,0,0,0,2,0,0,0,0,2,0,0
2764,0,0,0,2,0,0,0,0,1,0,0,2,0,5,0,2,1,0,4,0,1,0,2,3,0,3,0,1,0,2,1,3,2,5,4,2,6,0,0,0,2,0,0,0,0,1,0,0
2765,0,0,0,2,0,0,0,0,1,0,1,2,0,5,0,2,1,0,4,0,1,0,2,2,0,4,0,1,0,2,1,3,3,5,5,2,6,0,0,0,3,0,0,0,0,1,0,1
2766,0,0,0,3,0,0,0,0,1,0,1,2,0,4,0,2,0,0,5,0,1,0,2,3,0,4,0,1,0,3,1,2,3,5,5,1,6,0,0,0,2,0,0,0,0,1,1,2
2767,0,0,0,2,1,0,0,0,0,0,1,2,0,3,0,2,0,0,5,0,0,0,3,3,0,5,0,2,0,2,1,2,3,5,5,1,6,0,0,0,2,0,0,0,0,0,1,2
2768,0,0,1,2,2,0,0,1,0,0,1,2,0,3,0,2,0,0,5,0,0,0,3,2,0,5,0,2,0,2,2,2,4,5,4,1,6,1,0,0,2,0,0,0,0,0,1,2
2769,0,0,1,3,2,0,0,1,0,0,1,2,0,3,0,1,0,0,6,0,0,0,4,2,0,5,0,2,0,2,2,1,4,5,4,1,6,1,0,0,2,0,0,1,0,0,2,2
2770,0,0,1,3,2,0,0,1,0,0,1,2,0,2,0,1,0,0,6,0,1,0,4,2,0,5,0,1,0,2,2,1,4,5,4,1,6,2,0,0,1,0,0,2,0,0,2,2
2771,0,0,1,3,2,0,0,1,0,0,1,2,0,1,0,1,0,0,6,0,1,0,4,2,0,5,0,1,0,2,2,1,4,6,3,1,6,2,0,0,1,0,0,2,0,0,2,2
2772,0,0,1,3,2,0,0,1,0,0,1,2,0,1,0,1,0,0,6,0,1,0,4,2,0,5,0,2,0,2,2,0,4,7,3,1,6,2,0,0,0,0,0,2,1,0,2,2
2773,0,0,2,3,2,0,0,1,0,0,1,2,0,0,0,0,0,0,5,0,1,0,4,1,0,5,0,2,0,2,1,0,4,7,3,0,6,2,0,0,0,0,0,2,1,0,3,2
2774,0,0,2,3,1,0,0,2,0,0,0,2,0,0,0,0,0,0,5,0,2,0,4,1,0,5,0,3,0,1,1,0,4,7,2,0,7,2,0,0,0,0,0,2,1,0,4,1
2775,0,0,1,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,5,0,2,0,4,0,0,5,0,2,0,1,1,0,4,7,2,0,7,2,0,0,0,0,1,2,2,0,4,1
2776,0,1,1,3,2,0,0,1,0,0,0,2,0,0,0,0,1,0,4,0,2,0,4,0,0,5,0,2,0,1,1,0,4,7,1,0,7,2,0,0,0,0,1,3,2,0,3,1
2777,0,1,1,2,2,0,0,1,0,0,0,2,0,0,0,0,1,0,4,0,2,0,4,0,0,5,0,2,0,1,0,0,4,7,1,0,8,2,0,1,0,0,1,2,2,0,3,0
2778,0,1,1,2,2,0,0,1,0,0,0,2,0,0,0,0,2,0,4,0,1,0,4,0,0,5,0,2,0,1,0,0,4,7,1,1,8,1,0,1,0,0,1,2,3,0,2,1
2779,0,1,1,1,2,0,0,1,0,0,0,2,0,0,0,0,2,0,4,1,1,0,4,0,0,5,0,3,0,1,0,0,4,7,0,1,8,1,0,1,0,0,2,3,3,0,2,1
2780,0,1,1,1,2,0,0,1,0,0,0,2,0,0,0,0,2,0,4,1,1,0,4,0,0,5,0,2,0,1,0,0,4,7,1,2,8,1,0,2,0,0,2,3,3,0,1,1
2781,0,1,1,1,2,0,0,1,0,0,0,2,0,0,0,0,2,0,4,1,1,0,4,0,0,5,0,3,0,1,0,0,4,7,1,2,8,0,0,2,0,0,2,3,3,0,2,1
2782,0,1,0,1,2,0,0,1,0,0,0,2,0,0,0,0,2,0,4,1,1,0,4,0,0,5,0,2,0,1,0,0,4,7,1,3,8,0,0,2,0,0,1,3,3,0,2,2
2783,0,0,0,0,2,0,0,0,0,0,0,2,1,0,1,0,1,0,4,1,0,0,4,0,0,5,0,2,0,1,0,0,4,7,1,3,8,0,0,2,0,0,1,3,2,0,1,2
2784,0,1,0,0,2,0,0,0,0,0,0,2,2,0,1,0,1,0,4,1,0,0,4,0,0,5,0,2,0,1,0,0,4,6,1,3,8,0,0,2,0,0,1,3,2,0,2,2
2785,0,1,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,4,1,0,0,4,0,0,5,0,2,0,2,0,0,4,6,2,4,8,0,1,2,0,0,0,3,2,0,2,2
2786,0,1,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,4,1,0,0,4,0,0,5,0,2,0,2,0,0,4,6,2,4,8,0,1,2,0,0,0,3,1,0,2,2
2787,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,4,1,0,0,4,0,0,5,0,2,0,3,0,0,4,6,2,4,8,0,2,1,1,0,0,3,1,0,2,2
2788,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,4,1,0,0,4,0,0,5,0,1,0,3,0,0,4,6,1,4,8,0,2,1,1,0,0,3,1,0,2,2
2789,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,4,1,0,0,4,0,0,5,0,1,0,3,0,0,5,6,1,4,8,0,2,1,1,0,0,3,2,0,2,1
2790,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,3,0,0,4,1,0,0,5,0,0,5,0,1,0,3,0,0,5,6,1,3,8,0,2,0,2,0,0,4,1,0,2,1
2791,0,1,0,0,0,0,0,0,0,2,0,1,1,2,1,3,0,0,3,1,0,0,3,0,0,3,0,1,0,2,0,0,4,6,1,4,6,0,2,0,3,0,0,4,1,0,1,1
2792,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,3,0,0,3,1,0,1,3,0,0,3,0,1,0,2,0,0,4,6,1,4,6,0,2,0,3,0,0,4,1,0,1,0
2793,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,3,1,0,3,1,0,1,4,0,0,3,0,2,1,2,0,0,4,6,0,3,7,0,2,0,4,0,0,5,1,0,1,0
2794,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,3,1,0,3,0,0,1,2,0,0,3,0,2,2,1,0,0,4,6,0,3,7,0,2,0,4,0,0,5,1,0,0,0
2795,0,0,0,0,0,0,0,1,0,2,2,0,0,3,0,3,1,0,4,0,0,2,2,0,0,3,0,2,2,3,0,0,4,7,0,2,6,0,2,0,4,0,0,5,2,0,0,0
2796,0,0,0,0,0,0,0,1,0,2,2,0,0,4,0,3,2,0,4,0,0,2,2,0,0,3,0,3,2,3,0,0,4,7,1,2,6,0,1,0,4,0,0,5,2,0,0,0
2797,0,0,0,0,0,0,0,2,0,2,2,0,0,4,0,3,2,0,5,1,0,2,2,0,0,3,0,3,2,3,0,0,4,7,1,1,6,0,1,0,4,0,0,5,1,0,0,0
2798,0,0,0,0,0,0,0,2,0,2,2,0,0,3,0,1,2,0,5,1,0,2,2,0,0,4,0,3,2,3,0,0,4,6,2,1,5,0,1,0,5,0,0,5,1,0,0,0
2799,0,0,0,1,0,0,0,2,0,1,2,0,0,4,0,1,2,0,5,1,1,1,1,0,0,4,0,3,2,3,0,0,4,6,3,1,4,0,0,0,5,0,0,4,1,0,1,0
2800,0,0,0,1,0,0,0,2,0,0,2,0,0,3,0,1,2,0,4,2,1,1,1,1,0,4,0,3,3,3,0,0,4,6,3,1,4,0,0,0,5,0,0,4,1,0,1,0
2801,0,0,0,1,0,0,0,2,1,0,2,0,0,4,1,1,2,0,5,2,1,1,0,1,0,5,0,3,3,3,0,0,3,5,3,2,4,0,0,0,5,0,0,3,1,0,2,0
2802,0,0,0,2,0,0,0,2,1,0,1,0,0,3,2,1,1,0,5,2,1,1,0,2,1,5,0,3,3,3,0,0,4,4,3,2,3,0,0,0,5,0,0,3,1,0,2,0
2803,1,0,0,2,0,1,0,2,1,0,1,0,0,3,2,1,1,0,5,2,1,1,0,2,1,5,0,3,3,1,0,0,3,4,3,2,3,1,0,0,5,0,0,3,0,0,2,0
2804,1,0,0,2,0,2,0,2,1,0,1,0,0,2,2,1,0,0,5,2,1,0,0,2,2,5,0,3,3,0,0,0,3,4,2,3,3,1,0,0,6,0,0,3,0,0,2,0
2805,1,0,0,2,0,2,0,2,1,0,0,0,0,2,2,1,0,0,4,2,1,0,0,2,2,5,0,3,4,0,0,0,4,5,2,2,3,1,0,0,6,0,0,3,1,0,2,0
2806,2,0,0,2,0,2,0,2,2,0,0,0,0,1,2,0,1,0,3,2,1,0,1,2,2,5,0,3,4,0,0,0,4,5,2,2,2,1,0,0,6,0,0,3,1,0,2,0
2807,2,0,0,1,0,2,0,2,2,0,0,0,0,2,2,0,1,1,3,2,1,0,1,1,2,5,0,3,5,0,0,0,5,6,0,2,2,1,0,0,6,0,0,3,1,0,2,0
2808,2,0,0,1,0,2,0,2,1,0,0,0,0,2,2,0,1,1,2,1,0,0,2,1,2,4,0,3,4,0,0,0,4,7,0,1,1,1,0,0,6,0,0,3,2,0,2,0
2809,2,0,0,0,0,2,0,2,1,0,0,0,0,3,2,0,2,2,2,1,0,0,2,2,2,4,0,4,4,0,0,0,5,7,1,1,1,2,0,0,7,0,0,3,2,0,1,0
2810,2,0,0,0,0,3,0,2,1,0,0,0,0,2,2,0,2,2,1,1,0,0,2,1,2,4,0,4,4,0,0,0,4,7,1,1,1,2,0,0,7,0,0,3,2,0,1,0
2811,2,0,0,0,1,3,0,2,1,0,1,0,0,2,2,0,2,2,1,0,0,0,2,1,2,4,0,4,3,1,0,0,5,7,1,1,0,1,0,0,7,0,0,3,2,0,1,1
2812,1,0,0,0,2,2,0,2,1,0,1,0,0,2,2,0,2,2,1,0,0,0,2,2,2,4,0,5,3,1,0,0,5,7,1,1,0,2,0,0,7,0,0,3,2,0,1,1
2813,1,0,0,1,2,2,0,2,1,0,1,0,0,2,2,0,2,3,0,0,0,0,1,2,2,4,0,5,2,1,0,0,5,7,1,0,0,2,0,0,8,0,0,3,1,0,1,1
2814,0,0,0,1,2,2,0,2,0,0,2,0,0,2,2,0,2,4,0,0,0,0,1,2,2,3,0,5,2,1,0,0,4,7,1,0,0,2,0,0,8,0,0,3,1,0,0,1
2815,0,0,0,1,2,2,0,2,0,0,2,0,0,2,3,0,2,4,1,0,0,0,0,2,3,3,0,5,2,1,0,0,5,6,1,0,1,2,0,0,8,0,0,3,0,0,0,1
2816,0,0,0,1,2,1,0,2,0,0,2,0,0,2,3,0,2,4,1,0,0,0,0,2,3,3,0,5,3,2,0,0,6,5,0,0,1,2,0,0,8,0,0,3,0,0,0,1
2817,0,0,0,1,2,2,0,2,0,0,2,0,1,1,2,0,2,3,2,0,0,0,0,2,2,3,0,5,3,2,0,0,4,5,0,0,2,2,0,0,8,0,0,3,0,0,0,2
2818,0,0,0,2,2,2,0,2,0,0,2,0,1,1,2,0,2,3,2,0,0,0,0,1,3,3,0,5,3,2,0,0,4,5,0,0,2,2,0,0,8,0,0,3,0,0,0,2
2819,1,0,0,3,2,2,1,2,0,0,1,0,2,1,2,0,2,3,2,1,0,0,0,1,3,3,0,5,3,2,0,0,3,5,0,0,3,2,0,0,8,0,0,3,0,0,0,3
2820,1,0,0,3,2,1,1,2,0,0,1,0,2,0,2,0,2,2,2,1,0,0,0,1,3,3,0,5,3,2,0,0,3,4,0,1,3,1,0,0,8,0,0,3,0,0,0,2
2821,1,0,0,3,2,1,1,2,0,0,1,0,2,0,2,0,2,1,2,2,0,0,0,0,3,3,0,5,5,1,0,0,3,4,0,1,3,1,0,0,8,0,0,3,0,0,0,2
2822,1,0,0,4,2,1,2,2,0,0,1,0,2,0,1,0,2,1,2,2,0,0,0,0,3,3,0,5,5,1,0,0,2,4,0,1,4,1,0,0,8,0,0,3,0,0,0,2
2823,2,0,0,3,3,1,2,3,0,0,0,0,1,0,1,0,2,1,1,2,0,0,1,0,2,2,0,5,5,1,0,0,2,3,0,2,4,1,0,0,8,0,0,3,0,0,0,2
2824,2,0,0,3,3,1,2,4,0,0,1,0,1,0,1,1,2,1,1,2,0,0,1,0,2,2,0,5,4,0,0,0,1,4,0,3,3,1,0,0,8,0,0,3,0,0,0,2
2825,2,0,0,3,3,0,3,4,0,0,1,0,1,0,0,1,2,0,1,2,0,0,2,0,3,2,0,5,4,0,0,1,1,4,0,3,4,1,0,0,8,0,0,3,0,0,0,1
2826,2,0,0,3,3,0,4,4,0,0,1,0,1,0,0,1,2,0,1,2,0,0,2,0,2,2,0,6,4,0,0,1,1,5,0,4,3,1,0,0,8,0,0,3,0,0,0,1
2827,1,0,0,3,3,0,4,5,0,0,2,0,1,0,0,1,2,0,0,2,0,0,2,0,2,1,1,6,4,0,0,1,0,4,0,4,3,0,0,1,8,0,0,3,1,0,0,1
2828,1,0,0,3,3,0,4,5,0,0,2,1,0,0,0,2,2,0,0,2,0,0,2,0,2,1,1,6,3,0,0,2,0,4,0,3,3,0,0,1,8,0,0,3,1,0,0,1
2829,1,0,0,3,2,0,4,5,0,0,2,1,0,0,0,2,2,0,0,2,0,0,2,0,1,1,1,7,3,0,0,2,0,4,0,3,3,0,0,2,8,0,0,3,1,0,0,1
2830,1,0,0,3,2,0,4,5,0,0,2,2,0,0,0,2,2,0,0,2,0,1,2,0,1,0,2,7,3,0,0,2,1,3,0,3,2,0,0,2,8,0,0,3,2,0,0,1
2831,1,0,0,2,2,0,3,6,0,0,2,2,0,0,0,2,2,1,0,2,0,1,2,0,1,0,2,8,2,0,0,2,1,3,0,2,2,0,0,2,8,0,0,3,2,0,0,1
2832,0,0,0,2,2,0,4,6,0,0,2,2,0,0,0,1,2,2,0,2,0,1,2,0,2,0,2,8,2,0,0,2,2,2,0,3,2,0,0,2,8,0,0,3,2,0,0,1
2833,0,0,0,1,2,0,4,6,0,0,2,2,0,0,0,1,2,2,0,2,0,2,1,0,1,0,2,9,1,0,1,2,2,2,0,2,2,0,0,2,8,0,0,3,2,0,0,1
2834,0,0,0,2,2,0,3,6,0,0,1,3,0,0,0,1,2,2,0,2,0,2,1,0,1,0,2,9,1,0,2,2,2,1,0,2,2,0,0,2,8,0,0,3,2,0,0,1
2835,1,0,0,2,2,0,3,6,0,1,1,3,2,0,0,1,2,2,1,2,0,2,1,0,2,0,2,9,1,0,2,2,2,0,0,3,2,0,0,2,8,0,0,3,1,0,0,1
2836,1,0,0,1,1,0,3,4,0,1,1,2,2,0,0,1,1,2,1,2,0,2,2,0,2,0,1,7,0,0,2,1,2,0,0,2,2,0,0,1,6,0,0,2,1,0,0,1
2837,1,1,0,1,1,0,2,5,0,1,0,2,2,0,0,0,1,2,1,2,0,2,2,0,3,0,1,7,0,0,2,1,2,0,0,2,2,0,0,1,7,0,0,2,1,0,0,0
2838,1,1,0,1,2,0,2,5,0,2,0,1,2,0,1,1,1,2,1,2,0,2,2,0,3,0,1,7,1,0,2,1,2,0,0,2,2,0,0,2,8,0,0,2,0,0,0,0
2839,2,2,0,1,1,0,2,4,0,2,0,1,2,0,1,1,0,1,1,2,0,1,3,0,3,0,0,5,1,0,2,0,2,0,0,1,2,0,0,1,7,0,0,3,0,0,0,0
2840,2,2,0,1,1,0,2,4,1,2,0,1,2,1,1,1,0,2,1,2,1,1,3,0,3,0,0,7,1,0,2,0,3,0,0,1,2,0,0,1,7,0,0,2,0,0,0,0
2841,2,2,0,1,1,1,2,4,1,3,0,1,2,1,2,2,0,2,1,2,1,2,3,0,2,0,0,7,2,0,2,0,3,0,1,1,2,0,0,2,7,0,0,3,0,0,0,0
2842,2,2,0,0,1,1,3,3,1,3,0,1,2,2,2,2,0,2,1,2,1,1,3,0,2,0,0,7,2,0,2,0,3,0,1,1,2,0,0,2,6,0,0,3,0,0,0,0
2843,2,2,0,0,1,1,3,4,1,3,0,1,1,2,2,2,0,2,1,2,1,1,3,0,2,0,0,7,2,0,1,0,3,0,1,1,2,0,0,3,6,0,0,2,0,0,0,0
2844,2,2,0,0,1,2,2,2,2,4,0,1,0,2,2,3,0,2,1,2,2,1,3,0,1,0,0,6,2,0,1,0,3,0,1,0,2,0,0,3,6,0,0,2,0,0,0,0
2845,2,1,1,0,1,2,2,2,2,3,0,2,0,2,3,3,0,2,1,2,2,1,3,0,1,0,1,5,2,0,1,0,3,0,1,0,2,0,0,4,5,0,0,2,0,0,0,0
2846,1,1,1,0,0,2,2,2,2,3,0,2,0,2,3,3,0,2,1,2,2,1,4,0,0,0,1,5,2,0,0,0,3,0,2,0,2,0,0,4,5,0,0,2,0,0,0,0
2847,1,1,1,0,0,2,2,1,3,2,0,3,0,2,4,4,0,2,1,3,1,2,4,0,0,0,2,6,1,0,0,0,3,0,2,0,2,0,0,3,4,0,0,2,0,0,0,0
2848,0,0,2,0,0,2,2,1,3,2,0,4,0,2,4,4,0,2,1,3,1,2,5,0,0,0,2,5,0,0,0,0,4,0,2,0,2,0,0,3,5,0,0,1,0,0,0,0
2849,0,0,2,0,0,1,1,1,3,2,0,4,0,3,4,5,0,1,1,3,1,2,5,0,0,0,2,6,0,0,0,0,4,1,2,0,2,0,0,3,3,0,0,1,0,0,0,0
2850,0,0,2,0,0,1,1,1,4,3,0,4,0,3,4,5,0,1,1,3,1,2,5,0,0,0,2,4,0,1,0,0,4,1,2,0,2,0,0,3,3,0,0,1,0,0,0,0
2851,0,1,2,0,1,1,2,0,4,2,0,4,0,3,4,4,0,1,1,3,1,2,5,0,0,0,2,5,0,1,0,0,4,1,1,0,2,0,0,4,3,0,0,0,0,0,0,0
2852,0,1,2,0,1,1,2,0,4,2,0,4,0,4,4,4,0,0,1,3,1,2,5,1,0,0,2,4,0,1,0,0,4,2,1,0,2,0,0,4,1,0,0,0,0,0,0,0
2853,0,1,2,0,1,0,2,0,4,2,0,4,0,5,4,4,0,0,1,3,0,2,5,1,0,0,2,4,0,2,0,0,4,2,1,0,2,0,0,4,1,0,0,0,0,0,0,0
2854,0,1,1,0,1,0,2,0,4,2,0,3,0,6,4,4,0,0,1,3,0,2,5,1,0,0,1,5,0,2,0,0,5,2,1,0,2,0,0,3,1,0,0,0,0,0,0,0
2855,0,2,1,0,1,0,2,0,5,2,0,3,0,6,4,4,0,0,1,3,0,2,5,2,0,0,1,3,0,2,0,0,5,2,1,0,2,0,0,3,1,0,0,0,0,0,0,0
2856,0,2,0,0,2,0,2,0,4,2,0,2,0,6,4,4,0,0,1,3,0,1,5,2,0,0,0,3,0,2,0,0,5,2,0,0,2,0,0,3,1,0,0,0,0,0,0,0
2857,0,2,0,0,2,0,2,0,3,2,0,2,0,6,4,4,0,0,1,3,0,0,5,2,0,0,0,3,0,2,0,0,5,2,0,0,2,0,0,3,1,0,1,0,0,0,0,0
2858,0,3,0,0,2,0,2,0,2,2,0,2,0,6,4,4,0,0,1,3,0,0,5,2,0,0,0,3,0,2,0,0,5,1,0,0,2,0,0,4,1,0,1,0,0,0,0,0
2859,0,4,0,0,1,1,2,1,4,1,0,2,0,6,4,3,0,0,1,3,0,0,5,2,0,0,0,2,0,3,0,0,5,1,0,0,2,0,0,3,2,0,1,0,0,0,0,0
2860,0,4,1,0,1,1,2,1,4,1,0,2,0,5,4,3,0,0,1,3,0,0,5,2,0,0,0,2,0,3,0,0,5,1,0,1,2,0,0,3,2,0,1,0,0,0,0,0
2861,0,3,1,0,1,1,1,2,5,2,0,2,0,5,5,4,1,0,1,3,0,0,5,2,0,0,0,1,0,4,0,0,5,0,0,1,2,0,0,2,2,0,2,0,0,0,0,0
2862,0,3,2,1,1,1,1,2,5,1,0,2,0,5,6,3,1,0,1,3,0,0,5,2,0,0,0,1,0,4,0,0,5,0,0,1,3,0,0,2,2,0,2,0,0,0,0,0
2863,0,3,2,1,1,1,1,2,4,1,0,2,0,3,6,3,1,0,1,3,0,0,5,1,0,0,1,1,0,4,0,0,5,0,0,2,3,0,0,2,2,0,3,0,0,0,0,0
2864,0,2,2,2,1,1,0,2,4,1,0,3,0,3,6,3,1,0,1,3,0,0,5,2,0,0,2,1,0,4,0,0,5,0,0,2,3,0,0,1,2,0,4,0,0,0,0,0
2865,0,2,2,2,1,0,0,2,4,2,0,3,0,4,6,2,1,0,1,3,0,0,5,2,0,0,2,1,0,4,0,0,5,0,0,2,4,0,0,1,2,0,4,0,0,0,0,0
2866,0,1,2,2,1,0,0,3,3,2,0,4,0,4,6,2,1,0,1,3,0,0,5,2,0,0,2,1,0,4,0,0,5,0,0,2,4,0,0,1,1,0,3,0,0,0,0,0
2867,0,1,3,2,1,0,0,2,3,3,0,4,0,4,6,2,2,0,1,3,0,0,5,2,0,0,2,0,0,4,0,0,5,0,0,1,4,0,0,0,1,0,3,0,0,0,0,0
2868,0,1,2,2,2,0,0,1,3,4,0,5,0,4,6,2,1,0,1,3,0,0,5,1,0,0,2,0,0,4,0,0,5,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0
2869,0,1,2,2,2,0,0,1,2,4,0,5,0,4,6,2,1,0,1,3,1,1,5,1,0,1,2,1,0,4,0,0,5,0,0,1,4,0,0,0,0,0,2,1,0,0,0,0
2870,0,0,1,1,2,0,0,2,1,4,0,5,0,3,6,2,1,0,1,3,1,1,5,1,0,2,1,1,0,4,1,0,5,0,0,1,4,1,0,0,0,0,2,1,0,0,0,0
2871,0,0,1,1,2,1,0,2,1,4,0,5,0,3,6,2,1,0,1,3,2,1,5,0,0,2,1,2,0,4,1,0,5,0,0,0,4,1,2,0,0,0,2,1,0,0,0,0
2872,0,0,2,0,2,1,0,2,0,3,0,5,0,2,6,2,1,0,1,3,2,1,5,0,0,2,1,2,0,4,1,0,5,0,0,0,4,1,2,1,0,0,1,2,0,0,0,0
2873,0,0,2,0,1,1,0,3,0,3,0,6,0,1,6,1,1,0,1,2,2,2,5,0,0,2,0,2,0,4,1,0,5,0,0,0,4,2,2,1,0,0,1,2,0,0,0,1
2874,0,0,2,1,1,1,0,2,0,2,0,6,0,1,5,1,1,0,1,2,2,2,5,0,0,2,0,2,0,4,1,0,5,0,0,0,4,2,2,1,0,0,0,2,0,0,0,1
2875,0,0,2,1,1,1,0,3,0,1,0,6,0,1,5,1,0,1,2,2,2,2,5,0,0,2,0,2,0,4,1,0,5,0,0,0,4,2,2,2,0,0,0,3,0,0,0,2
2876,0,1,2,1,1,1,0,3,0,1,0,7,0,0,5,1,0,1,2,1,2,2,5,0,0,2,0,2,0,4,1,0,5,0,0,0,4,2,2,2,0,0,0,2,0,0,0,2
2877,0,1,2,2,0,1,0,3,0,1,0,7,0,0,4,1,0,2,2,1,1,2,7,1,0,2,0,2,0,4,1,0,5,0,0,0,4,2,2,2,0,0,0,3,0,0,0,2
2878,0,1,2,2,0,1,0,2,0,0,0,7,0,0,4,1,0,2,2,1,1,2,7,1,0,2,0,1,0,4,1,1,6,0,0,0,4,2,2,2,0,0,0,3,0,0,0,2
