timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3B3,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3C3,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3D3,D0C0,D0D1,D1C1,D1D0,D1D2,D2C2,D2D1,D2D3,D3C3,D3D2
743,0,0,0,0,3,0,0,2,0,0,3,5,0,0,4,3,7,0,0,1,4,0,3,3,0,0,1,3,4,4,0,6,2,1,1,0,2,2,0,0,4,0,0,4,0,0,2,0
744,0,0,0,0,3,0,0,2,0,0,3,5,0,0,5,3,7,0,0,1,4,0,3,3,0,0,0,4,3,5,0,6,2,0,2,0,2,2,0,0,4,0,0,4,0,0,2,0
745,0,0,0,0,3,0,0,2,0,0,3,5,0,1,4,4,7,0,0,1,4,0,2,2,0,1,0,4,3,4,0,6,2,0,2,0,2,2,0,0,4,0,0,4,0,0,2,0
746,0,0,0,0,3,0,0,2,0,0,3,4,0,1,3,4,7,0,0,0,5,0,2,2,0,1,0,4,3,4,0,6,4,0,2,0,2,1,0,0,4,0,0,4,0,0,2,0
747,0,0,0,0,3,0,0,2,0,0,4,4,0,2,2,4,7,0,0,0,5,0,2,3,0,1,0,5,2,4,0,6,4,0,2,0,3,1,0,1,4,0,0,4,0,0,1,1
748,0,0,0,0,3,0,0,2,0,0,3,3,0,2,2,3,7,0,0,0,6,0,1,2,0,1,0,5,2,4,0,6,4,0,2,0,3,0,0,1,4,0,0,4,0,0,1,1
749,1,0,0,0,3,0,0,2,0,0,3,2,0,3,2,3,7,0,0,0,7,1,1,2,0,1,1,5,1,3,0,6,4,0,2,0,4,1,0,2,4,0,0,4,0,0,1,2
750,1,0,0,0,3,0,0,2,0,0,3,2,0,3,1,3,7,0,0,0,8,2,0,1,0,1,1,5,1,3,0,7,3,0,2,0,4,1,0,2,4,0,0,4,0,0,1,2
751,1,0,0,0,3,0,0,2,0,0,2,1,0,4,1,4,7,0,0,0,9,2,0,1,0,1,2,5,1,3,0,7,3,0,1,0,3,1,0,2,4,0,0,4,0,0,0,2
752,2,0,0,0,3,0,0,2,0,0,1,0,1,5,1,4,7,0,0,0,9,2,0,1,0,1,2,5,0,2,0,7,2,0,1,0,3,2,0,2,4,0,0,4,1,0,0,2
753,2,0,0,0,3,0,0,2,0,0,1,0,1,5,0,3,7,0,0,1,10,2,0,1,0,1,2,5,0,2,0,7,2,1,0,0,2,2,0,2,4,0,0,4,1,0,0,2
754,2,0,0,0,3,0,0,2,0,0,1,0,1,4,0,3,7,0,0,2,11,2,0,1,0,1,2,5,1,1,1,7,1,1,0,0,2,2,0,2,4,0,0,4,1,0,0,2
755,2,0,0,1,3,0,0,2,0,0,0,0,2,5,0,3,7,0,0,2,11,2,0,1,0,1,2,5,1,1,1,7,0,2,0,0,1,2,0,2,4,0,0,4,2,0,0,3
756,2,0,0,1,3,0,0,2,0,0,0,0,2,5,0,4,7,0,0,2,11,2,0,0,0,1,1,5,2,1,2,7,0,2,0,0,1,2,0,1,4,0,0,4,2,0,0,4
757,2,0,0,1,3,0,0,2,0,0,0,0,2,4,0,4,7,0,0,2,12,2,0,0,0,1,2,5,2,0,2,7,1,2,0,0,0,2,0,1,4,0,0,4,2,0,0,2
758,1,0,0,2,3,0,0,2,0,0,0,0,2,4,0,3,7,0,0,2,12,1,0,0,0,1,2,5,2,0,2,7,1,2,0,0,0,2,0,1,4,0,0,4,2,0,0,2
759,1,0,0,2,3,0,0,2,1,1,0,0,2,3,0,3,7,0,0,2,12,1,0,0,0,1,3,5,2,0,3,7,2,2,0,0,0,1,0,0,5,0,0,4,2,0,0,2
760,0,0,0,2,3,0,0,2,1,2,0,0,1,2,0,2,7,0,0,3,12,0,0,0,0,1,2,5,2,0,3,7,2,2,0,0,0,1,0,0,5,0,0,4,2,0,0,2
761,0,0,0,3,3,0,0,2,1,2,0,0,1,2,0,2,7,0,0,2,13,0,0,0,0,1,2,5,2,0,3,7,2,1,0,0,1,1,0,0,5,0,0,4,1,0,0,3
762,0,0,0,3,3,0,0,2,2,2,0,0,0,0,0,2,7,0,0,2,13,0,0,1,0,1,2,5,1,0,2,7,2,1,0,0,1,0,0,0,6,0,0,4,1,0,0,3
763,0,0,0,2,3,0,0,2,2,2,0,0,0,0,0,2,7,0,0,2,13,0,0,1,1,1,2,5,1,0,2,7,2,0,0,1,3,0,0,0,6,1,0,4,0,0,0,3
764,0,0,0,3,3,0,0,2,2,2,0,0,0,0,0,2,7,0,0,1,13,0,0,1,1,1,2,5,1,0,1,7,2,0,0,1,3,0,0,0,6,1,0,4,0,0,0,3
765,0,0,0,3,3,0,0,3,2,2,0,0,0,0,0,2,7,0,0,1,13,0,0,2,1,1,3,5,0,0,1,7,2,0,0,2,4,0,0,0,6,1,0,4,0,0,0,3
766,0,0,0,2,1,0,0,2,2,2,0,0,0,0,0,2,5,0,0,1,11,0,0,2,2,1,3,3,0,0,1,5,2,0,0,2,4,0,0,0,4,1,0,3,0,0,0,3
767,0,0,0,2,1,0,0,2,2,2,0,0,0,0,0,2,5,0,0,1,12,1,0,2,2,1,3,3,0,0,1,5,2,0,0,2,4,0,0,0,4,1,0,3,0,0,0,2
768,0,0,0,2,1,0,0,3,1,1,0,0,0,0,0,2,5,0,1,0,12,1,0,2,2,1,3,3,0,0,0,5,2,1,0,2,4,0,0,0,4,1,0,3,0,0,0,2
769,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,2,4,0,1,0,12,2,1,2,2,1,3,2,0,0,0,4,2,1,0,2,4,0,0,1,2,1,0,3,0,0,0,2
770,0,0,0,1,0,1,0,2,1,1,0,0,0,1,0,2,6,1,2,0,10,2,1,2,2,1,3,4,0,0,1,3,2,1,2,1,4,0,0,1,2,2,0,3,0,0,0,2
771,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,2,6,1,2,0,10,2,1,2,1,1,2,4,0,1,1,3,2,2,2,1,5,0,0,1,2,1,0,3,0,0,0,1
772,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,2,7,2,2,0,9,3,2,2,1,1,2,5,0,2,2,2,2,2,3,0,5,0,0,1,1,1,0,3,0,0,0,1
773,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,7,2,2,1,8,3,2,1,0,1,2,5,0,2,2,2,2,2,4,0,5,0,0,2,1,1,0,3,0,0,0,0
774,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,2,6,2,2,1,8,3,2,1,0,1,2,5,0,2,2,2,3,2,4,0,5,0,0,2,1,1,0,3,0,0,0,0
775,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,2,5,2,2,1,8,4,2,1,0,1,2,4,0,2,2,2,3,2,4,0,6,0,0,2,1,1,0,2,0,0,0,0
776,0,0,0,0,0,4,0,4,0,0,0,0,0,2,1,2,5,2,2,1,8,3,2,1,0,1,3,4,0,3,2,2,4,2,4,0,6,0,0,2,1,1,0,1,0,0,0,0
777,0,0,0,0,0,4,0,4,1,0,0,0,0,2,1,2,4,2,2,1,7,3,2,1,0,1,2,4,0,3,3,2,5,1,4,0,6,0,0,2,1,1,0,1,0,0,0,1
778,0,0,0,0,0,3,0,4,1,0,0,0,0,2,2,2,3,2,2,1,7,3,2,0,0,1,2,3,0,4,2,3,6,1,4,0,6,0,0,2,1,1,0,0,0,0,0,2
779,0,0,0,0,0,3,0,3,1,0,0,0,0,2,2,2,3,1,2,1,6,2,3,0,0,1,2,3,0,4,3,3,6,1,3,1,7,0,0,3,1,0,1,0,0,0,0,2
780,0,0,0,0,0,3,1,3,1,0,0,0,0,2,2,2,3,1,2,1,6,1,3,0,0,1,2,2,0,4,2,5,6,0,2,1,7,0,0,3,1,1,1,0,1,0,0,2
781,0,0,0,1,1,2,1,3,2,0,0,0,0,2,2,2,3,0,2,1,6,1,4,0,0,1,2,2,0,4,2,5,6,0,1,1,7,0,0,4,1,1,1,0,1,0,0,2
782,0,0,0,1,1,2,1,2,2,0,0,0,0,3,2,2,2,0,2,0,5,0,4,0,0,1,2,1,0,4,2,5,6,0,0,2,7,0,0,3,1,1,1,0,1,1,0,2
783,0,0,0,1,1,1,2,2,2,0,0,0,0,2,2,2,2,0,2,0,5,0,4,0,0,1,2,2,0,4,2,5,6,0,1,2,7,0,0,4,1,1,1,0,2,1,0,2
784,0,0,0,2,2,1,2,1,2,0,0,0,0,2,1,2,2,0,2,0,6,0,4,1,0,1,1,2,0,4,2,6,6,0,2,2,7,0,0,4,1,1,2,0,2,1,0,2
785,0,0,0,2,2,1,2,1,2,0,0,0,0,3,1,2,1,0,3,0,5,0,4,1,0,1,1,2,0,4,1,6,6,0,2,2,7,0,0,3,1,1,2,0,2,2,0,2
786,0,0,0,2,3,0,2,1,1,0,0,0,1,4,1,2,1,0,3,0,6,0,4,1,0,1,1,2,0,4,1,5,6,0,2,2,7,0,0,4,1,1,2,0,2,2,0,2
787,0,0,0,2,3,0,2,0,1,0,0,0,1,4,1,2,0,0,3,0,6,0,4,1,0,1,0,2,0,4,2,5,6,0,2,1,7,0,0,3,1,1,2,0,2,2,0,2
788,0,0,0,2,4,0,2,1,1,0,0,0,1,4,0,2,0,0,4,0,5,0,4,1,0,1,0,2,0,4,1,3,6,0,2,1,7,0,0,3,1,1,2,1,2,2,0,3
789,0,0,0,1,3,0,1,1,1,0,0,0,1,3,0,2,0,0,4,0,5,1,4,1,0,1,1,2,0,4,2,3,6,1,2,0,7,0,0,4,1,1,3,1,1,2,0,2
790,0,0,0,2,3,0,1,1,0,0,0,0,2,3,0,2,0,0,4,0,5,1,4,1,0,1,2,1,0,4,2,2,6,1,2,0,7,0,0,4,1,1,3,2,1,2,0,2
791,0,0,0,2,3,0,0,1,0,0,0,0,2,3,0,4,0,1,4,0,4,2,4,1,0,1,2,1,0,4,2,2,6,2,1,0,7,0,0,4,1,1,3,3,0,1,0,2
792,0,0,0,1,2,0,0,1,0,0,0,0,2,2,0,4,0,1,4,0,4,2,4,0,0,1,2,1,0,4,2,2,6,2,1,0,7,0,0,3,0,1,3,3,1,1,0,2
793,0,0,0,2,2,0,0,2,0,0,0,0,1,2,0,4,0,2,4,0,3,2,4,0,0,1,2,0,1,4,2,1,6,2,2,0,7,0,0,3,0,1,3,3,2,0,0,2
794,0,0,0,2,1,0,0,2,0,0,0,0,1,2,0,6,0,2,4,0,3,2,4,0,0,1,2,0,1,4,2,0,6,2,2,0,7,0,0,2,0,1,4,3,3,0,0,2
795,0,0,0,2,1,0,0,2,0,0,0,0,1,3,0,6,0,2,4,0,2,2,4,0,0,1,2,0,2,4,2,0,6,2,3,0,7,0,0,2,1,1,4,3,3,0,0,1
796,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,6,1,2,4,0,2,2,4,0,0,1,2,0,2,4,2,0,6,2,3,0,7,0,0,2,1,1,4,3,3,0,0,1
797,0,0,0,2,0,0,0,1,0,0,0,0,1,3,0,6,1,2,4,1,1,1,4,0,0,1,1,0,2,4,2,0,6,1,4,0,7,0,0,2,1,1,4,3,4,0,0,1
798,0,0,0,2,1,0,0,1,1,0,0,0,1,3,0,6,2,2,4,2,2,1,4,0,0,1,1,0,2,4,2,0,6,0,4,0,7,0,0,1,2,0,4,2,4,0,0,1
799,0,0,0,1,1,0,0,1,1,0,0,0,0,3,0,6,2,1,4,2,1,0,4,0,1,1,1,0,2,4,2,0,6,0,5,0,7,0,0,2,2,0,4,2,4,0,0,0
800,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,5,2,1,4,2,1,0,4,0,1,1,0,0,2,4,2,0,6,0,5,0,7,0,0,2,2,0,4,1,3,0,0,0
801,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,5,2,1,4,2,1,0,4,0,2,1,0,0,2,4,2,0,6,0,6,0,7,0,0,3,2,0,4,1,2,0,0,0
802,0,0,0,0,2,1,0,0,2,0,0,0,0,3,0,4,2,0,4,2,1,0,4,0,2,1,0,0,1,4,2,1,6,0,6,0,7,0,0,3,2,1,4,0,3,0,0,0
803,0,0,0,0,2,1,0,0,2,0,0,0,0,4,0,4,1,0,4,2,2,0,4,0,2,1,0,0,2,4,2,1,6,0,5,0,7,0,0,3,2,2,4,0,2,0,0,0
804,0,0,0,0,2,1,0,0,2,0,0,0,0,4,0,3,1,0,4,2,2,0,4,0,2,1,1,0,2,4,2,1,6,0,5,0,7,0,0,3,2,2,3,0,2,0,0,0
805,0,0,0,0,2,2,0,0,2,0,0,0,0,3,0,3,0,0,4,2,1,0,4,1,2,1,1,0,2,4,3,1,6,0,4,0,7,0,0,3,1,3,3,1,3,0,0,0
806,0,0,0,1,2,2,0,0,1,0,0,0,0,3,0,3,0,0,4,1,1,0,4,1,2,1,1,0,2,4,3,1,6,0,4,0,7,0,0,3,1,3,3,1,3,0,0,0
807,0,0,0,1,2,2,0,0,0,0,0,0,0,3,0,2,0,0,4,1,1,0,4,2,2,2,2,0,2,4,4,1,6,0,4,0,7,0,0,3,1,4,2,1,3,0,0,0
808,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,2,0,0,4,1,1,0,4,2,2,3,2,1,2,4,4,1,6,1,3,0,7,0,0,3,0,4,2,1,3,1,0,0
809,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,2,0,0,4,0,1,0,4,2,1,3,4,1,2,4,4,1,6,1,3,0,7,0,0,3,0,4,2,2,4,1,0,0
810,0,0,0,2,2,1,0,0,0,0,0,0,1,2,0,2,0,0,4,0,1,0,4,3,1,3,4,2,2,4,4,1,6,1,3,0,7,0,1,3,0,3,2,2,4,1,0,0
811,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,1,3,3,1,2,4,2,2,2,4,1,4,1,2,0,5,0,1,3,0,3,1,2,4,1,0,0
812,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,2,3,4,0,2,4,2,1,2,4,1,4,1,2,0,5,0,1,3,0,2,1,2,4,1,0,0
813,0,0,0,2,3,0,0,0,0,1,0,0,1,1,0,1,0,1,2,0,1,2,3,4,0,2,3,3,1,2,5,2,4,1,1,0,5,0,2,3,0,2,1,2,4,2,0,0
814,0,0,0,1,3,0,0,0,0,2,0,0,2,1,1,0,0,1,1,0,1,2,2,3,0,3,3,3,1,1,6,2,4,2,1,0,3,0,2,3,0,1,0,2,2,2,0,0
815,0,0,0,1,3,0,0,0,0,2,0,0,2,0,2,0,0,2,1,1,1,2,2,2,0,2,2,4,1,1,6,2,3,1,1,0,4,0,3,3,0,2,0,2,2,3,0,0
816,0,0,0,1,4,0,1,0,0,2,0,0,2,0,2,0,0,2,0,1,2,2,1,2,0,2,2,5,0,1,6,3,3,1,0,0,3,0,3,3,0,3,0,2,3,2,0,0
817,0,0,0,0,4,0,1,0,0,2,0,0,2,0,3,0,0,2,0,1,2,2,1,2,0,2,1,5,0,1,7,3,3,2,0,0,2,2,3,3,0,2,0,2,3,2,1,0
818,0,0,0,0,4,0,1,0,0,2,0,0,2,0,3,0,0,3,0,1,2,2,1,2,0,2,0,5,0,1,7,3,3,2,0,0,2,2,4,3,0,2,0,2,2,2,1,0
819,0,0,0,0,4,0,2,0,0,2,0,0,2,0,4,0,0,3,0,1,2,2,0,1,0,2,0,7,0,1,7,3,4,2,0,1,1,2,3,2,1,2,0,2,2,2,1,0
820,0,0,0,0,4,0,2,0,0,2,0,0,1,0,4,0,0,4,0,1,2,1,0,1,0,2,0,7,0,1,7,3,3,2,0,1,1,2,3,2,1,2,0,2,2,2,1,0
821,0,0,0,0,4,0,2,0,1,2,0,0,1,0,4,0,0,3,0,1,2,1,0,1,1,2,0,9,0,1,7,3,5,2,0,1,1,3,4,2,1,2,0,2,2,1,1,0
822,0,0,0,0,4,0,2,0,1,1,0,0,0,0,3,0,0,3,0,1,2,0,0,0,1,2,1,9,0,1,6,3,4,2,0,2,1,3,3,2,1,2,0,2,1,1,1,0
823,0,0,0,0,4,0,2,0,1,1,0,0,0,0,2,0,0,2,0,1,2,0,0,0,1,1,1,10,0,0,6,4,4,1,0,2,2,4,4,2,1,2,0,2,1,0,1,0
824,0,0,0,0,4,0,2,0,2,1,0,0,0,0,2,0,0,2,0,1,2,0,1,0,2,1,2,10,0,0,6,4,5,1,0,2,1,4,3,2,1,3,0,2,0,0,1,0
825,0,0,0,0,4,0,1,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,1,0,2,1,2,10,0,1,6,5,5,0,0,2,1,3,3,2,1,2,0,1,0,0,0,0
826,0,0,0,0,4,0,1,0,2,1,0,0,0,0,1,0,0,2,0,0,2,0,1,0,3,0,2,10,0,1,6,6,4,0,0,2,1,2,4,2,1,2,0,1,0,0,0,2
827,0,1,0,0,4,0,1,0,2,1,0,0,0,0,1,0,0,2,0,0,2,0,2,1,3,0,2,10,1,1,6,6,4,0,0,2,1,2,4,2,1,2,0,1,0,0,0,2
828,0,1,0,0,4,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,2,0,2,1,2,0,2,10,1,2,5,6,3,0,0,2,1,2,4,2,1,2,0,1,0,0,0,2
829,0,2,0,0,4,0,0,0,2,2,0,0,1,0,0,0,0,2,0,0,2,0,2,1,3,0,2,10,2,2,5,6,3,0,0,1,1,2,4,1,1,2,0,1,0,0,0,2
830,0,2,0,0,4,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,2,0,2,1,3,0,2,10,4,2,5,6,1,0,0,1,1,1,3,1,2,2,0,1,0,0,0,2
831,0,2,0,0,4,1,0,0,1,2,0,0,2,0,0,0,0,2,0,0,2,0,2,1,3,0,0,10,4,2,6,6,1,0,0,0,1,1,3,0,2,3,0,1,0,0,0,3
832,0,2,0,0,4,1,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,3,1,2,1,0,10,5,2,6,6,1,0,0,0,1,1,3,0,2,3,1,1,0,0,0,3
833,0,2,0,0,4,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,2,1,1,2,0,10,5,1,5,6,0,0,0,0,0,0,2,2,2,3,1,1,0,0,0,3
834,0,2,0,0,4,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,2,1,1,2,0,10,5,1,5,7,0,0,0,0,0,0,2,2,2,2,2,1,0,0,0,3
835,0,2,0,0,4,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,2,1,1,3,0,10,6,0,5,7,0,1,1,0,0,0,1,2,2,2,2,1,0,0,0,2
836,0,1,0,0,4,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,2,1,0,3,0,10,6,0,4,7,0,1,1,0,0,0,1,2,2,2,2,1,2,0,0,3
837,0,1,0,0,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,4,0,10,5,0,4,8,0,2,2,0,0,0,1,2,2,2,3,1,2,0,0,3
838,0,1,0,0,4,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,1,1,1,4,0,10,5,0,4,8,0,2,2,0,0,0,1,2,2,2,3,1,2,0,0,3
839,0,0,0,0,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,1,1,4,1,10,5,0,3,9,0,2,2,0,1,0,0,2,2,2,3,1,2,0,0,4
840,0,0,0,0,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,2,1,4,1,10,5,0,3,9,0,2,2,0,1,0,0,2,2,2,3,1,2,0,0,3
841,0,0,0,0,4,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,4,0,1,2,1,4,2,10,4,1,2,9,0,2,2,0,1,0,0,1,2,2,4,1,2,0,0,3
842,0,0,0,0,4,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,4,0,2,2,2,3,2,10,4,1,2,9,0,2,2,0,1,0,0,1,2,1,4,1,3,0,0,3
843,0,0,0,0,5,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,5,0,2,2,2,4,2,10,4,1,1,10,0,2,2,0,1,0,1,0,2,1,5,1,2,0,0,2
844,0,0,0,0,5,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,5,0,3,2,1,3,2,10,3,2,1,11,0,2,2,0,1,0,1,0,3,1,5,1,1,0,0,2
845,0,0,0,0,6,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,5,0,3,1,1,3,2,10,3,2,0,11,0,2,2,0,1,0,1,0,4,1,5,1,2,0,0,2
846,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,3,1,2,2,2,10,3,3,0,11,0,2,2,0,1,0,1,0,4,0,5,1,2,0,0,2
847,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,5,0,3,1,2,2,1,10,2,3,0,11,0,2,2,0,1,1,2,0,5,0,3,1,2,0,0,1
848,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,5,0,3,0,4,1,1,10,2,3,0,11,0,2,2,0,1,1,2,0,5,0,3,3,2,0,0,1
849,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,5,0,2,0,4,1,0,10,2,3,1,11,0,1,3,0,0,1,2,0,5,0,2,3,2,0,0,1
850,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,2,0,4,1,0,10,1,3,1,11,0,1,3,0,0,2,2,0,5,0,2,4,1,1,0,0
851,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,1,0,6,1,0,10,1,3,1,11,0,1,3,0,0,3,2,0,5,1,2,4,1,1,0,0
852,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,1,0,6,1,0,10,1,2,1,12,0,0,3,0,0,3,2,0,5,1,1,5,0,2,0,0
853,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,1,0,5,1,0,10,1,2,1,12,0,0,3,0,0,3,2,0,5,2,0,6,0,2,0,0
854,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,1,0,5,1,0,10,1,2,1,12,0,0,2,0,0,4,1,0,6,2,0,6,0,4,0,0
855,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,7,0,1,0,4,1,0,10,1,2,1,13,0,0,2,0,0,3,1,0,6,2,0,6,1,4,0,0
856,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,6,0,1,0,4,1,0,8,1,2,1,11,0,0,2,0,0,3,0,0,4,2,0,6,1,4,0,0
857,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,6,0,1,0,3,1,0,8,1,2,1,11,0,0,2,1,0,3,0,0,4,2,0,6,2,3,0,0
858,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,6,0,1,0,4,1,0,8,1,2,0,11,0,0,2,1,0,2,0,0,4,2,0,6,2,3,1,0
859,0,0,0,2,4,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,6,0,1,0,3,1,0,6,0,2,0,11,0,0,1,2,0,2,0,0,4,3,0,5,2,3,1,0
860,0,0,0,2,4,0,0,0,0,0,0,1,0,1,0,1,2,0,3,1,6,0,1,0,2,1,0,7,0,2,0,10,0,0,1,2,0,2,0,0,4,3,0,5,2,3,1,0
861,0,0,0,2,4,0,0,0,0,0,0,2,0,1,1,2,2,0,3,1,6,0,1,0,3,1,0,7,0,2,0,10,0,0,1,2,0,1,0,0,3,4,0,4,2,1,1,0
862,0,0,0,1,3,0,0,0,0,0,0,2,0,1,1,2,3,2,3,1,6,0,1,0,3,1,0,7,0,2,0,9,0,0,0,2,0,1,1,0,3,3,0,4,2,2,1,1
863,0,0,0,1,3,0,0,1,0,0,0,2,0,1,2,2,3,2,3,1,6,0,1,0,3,1,0,7,0,2,0,9,0,1,0,2,0,0,1,0,3,4,0,3,2,2,3,1
864,0,0,0,1,2,0,0,1,0,0,0,2,0,1,2,2,3,2,3,1,6,0,1,0,3,1,0,7,0,2,0,10,0,1,0,2,0,0,1,0,2,4,0,3,1,1,3,2
865,0,0,1,0,2,0,0,1,0,0,0,2,0,1,2,3,3,3,4,1,6,0,1,0,3,1,0,7,0,2,0,9,0,2,0,2,0,0,1,0,3,4,0,2,1,2,4,2
866,0,0,1,0,1,0,0,2,0,0,0,1,0,1,2,3,3,3,4,1,6,0,1,0,2,1,0,7,0,2,1,10,0,2,0,1,0,0,2,0,3,3,0,2,1,2,3,2
867,0,0,2,0,1,0,0,2,0,0,0,1,0,1,3,4,2,4,4,0,6,0,1,0,2,1,0,7,0,2,1,9,0,2,0,1,0,0,2,0,3,3,0,1,0,2,3,2
868,0,0,2,0,0,0,0,2,0,0,0,2,0,0,3,4,3,4,4,0,6,0,1,0,2,1,0,7,0,3,1,10,0,2,0,1,0,0,2,0,3,2,0,1,0,2,3,2
869,0,0,2,0,0,0,1,2,0,0,0,1,0,0,4,4,4,5,4,0,6,0,2,0,1,1,0,7,0,3,1,8,0,2,0,0,0,0,2,0,3,2,0,1,0,2,3,2
870,0,0,2,0,1,0,1,2,0,0,0,1,0,0,3,4,4,5,4,0,6,0,2,0,1,1,0,7,0,3,1,8,0,2,0,0,0,0,2,0,3,2,0,0,0,2,2,2
871,0,0,2,0,1,0,1,1,0,0,0,2,0,0,3,4,4,4,4,1,6,0,2,0,1,1,0,8,0,3,1,7,0,2,0,0,0,0,2,0,3,2,0,0,0,2,2,1
872,0,0,2,0,1,0,2,1,0,0,0,2,0,0,2,4,3,4,5,1,6,0,3,0,0,1,0,8,0,4,1,7,0,2,0,0,0,0,1,0,3,1,0,0,0,2,1,0
873,0,0,1,0,1,0,2,2,1,0,0,3,0,0,3,3,3,4,5,2,7,0,3,0,0,2,0,8,0,4,1,8,0,1,0,0,0,0,2,0,3,1,0,0,0,1,1,0
874,0,0,1,0,1,0,2,2,2,0,0,3,0,0,3,2,2,3,5,2,7,0,3,0,0,2,0,8,0,4,1,7,0,1,0,0,0,1,2,0,2,1,0,0,0,1,0,0
875,0,1,1,0,1,0,3,1,2,0,0,3,0,0,3,2,1,3,5,2,7,0,3,0,0,2,0,7,0,5,2,6,0,1,0,0,0,1,2,0,2,2,0,0,0,1,0,0
876,0,1,1,0,1,0,4,1,2,0,0,3,0,1,3,2,1,3,6,3,7,0,3,0,0,2,0,7,0,5,2,6,0,0,0,0,0,1,2,0,2,1,0,0,0,0,1,0
877,0,1,0,0,1,0,4,1,2,0,0,4,0,1,2,2,1,2,6,3,7,0,3,0,0,2,0,7,0,5,3,5,0,1,0,0,0,2,2,0,2,2,0,0,0,0,1,0
878,0,2,0,0,1,0,3,1,2,0,0,5,0,1,2,2,1,2,6,4,7,0,3,0,0,3,0,7,0,5,3,4,0,1,0,0,0,2,2,0,1,2,0,0,0,0,1,0
879,0,2,0,0,0,0,4,2,2,1,0,5,0,1,2,2,1,2,6,4,6,0,3,0,0,3,0,6,0,6,4,3,0,1,0,0,0,2,2,0,1,3,0,0,0,0,2,0
880,0,2,0,0,0,0,4,2,2,1,0,6,0,1,2,2,2,2,6,3,6,0,3,0,0,3,0,6,0,6,4,2,0,1,1,0,0,2,2,0,1,3,0,0,0,0,2,0
881,0,2,0,0,0,0,4,2,2,1,0,5,2,1,2,2,2,1,7,4,6,0,3,0,0,3,0,6,0,6,4,2,0,1,1,0,0,2,2,0,1,3,0,0,0,0,2,0
882,0,2,0,0,0,0,4,1,1,2,0,5,2,1,2,2,2,1,7,4,4,0,3,0,0,3,0,5,0,6,5,2,0,2,1,0,0,2,2,0,0,3,0,0,0,0,2,0
